SaleID,ProductID,CustomerID,SaleDate,Quantity,SalePrice,DiscountApplied,ProfitAmount,PaymentMode
31461,26,696,2022-10-31,2,1419.98,0,156.74,Paytm
31462,290,6030,2023-12-14,2,743.79,0,228.06,UPI
31463,39,2742,2023-09-05,1,701.25,0,116.98,PayPal
31464,190,9797,2023-10-06,1,2892.7,0,957.44,PayPal
31465,15,3353,2020-09-17,2,597.82,0,150.77,PayPal
31466,176,9678,2023-03-26,3,1720.31,0.03,434.4,UPI
31467,299,3047,2023-09-03,2,971.68,0.02,264.73,GPay
31468,279,1333,2023-09-05,1,897.1,0,248.74,Card
31469,214,1126,2024-09-09,3,1956.66,0,241.41,GPay
31470,293,9095,2020-12-17,1,2665.46,0,883.87,GPay
31471,108,1915,2025-09-03,2,723.23,0,128.98,PhonePe
31472,87,7496,2025-09-18,1,736.8,0,210.67,Card
31473,236,6873,2025-04-27,1,772.64,0,202.31,Card
31474,189,4427,2020-08-21,3,664.55,0.05,182.19,Cash
31475,176,2912,2021-10-03,2,1561.43,0.08,202.22,Paytm
31476,174,5637,2022-11-13,2,436.1,0,103.95,UPI
31477,271,4749,2023-09-14,3,786.39,0,132.66,Paytm
31478,147,624,2025-01-28,2,1935.6,0.29,-316.03,UPI
31479,88,6136,2025-06-14,2,535.34,0.12,9.45,Paytm
31480,62,4599,2020-02-07,2,2301.54,0,523.55,Card
31481,226,6460,2025-12-13,3,2873.22,0.18,-28.12,Card
31482,282,5817,2024-05-25,2,2798.18,0,755.85,Paytm
31483,164,6620,2020-02-06,2,578.2,0.12,51.75,GPay
31484,97,5649,2024-05-02,1,923.73,0.08,84.81,UPI
31485,195,4165,2025-06-14,2,396.34,0,53.53,UPI
31486,293,251,2020-10-09,3,2576.74,0.17,357.1,PayPal
31487,99,6341,2022-10-06,1,2146.93,0,608.16,Card
31488,8,2094,2021-10-25,3,1676.95,0.16,-52.08,Card
31489,110,787,2025-08-28,3,2891.98,0,749.72,GPay
31490,213,2771,2024-06-08,1,880.38,0,263.43,Cash
31491,183,1787,2024-11-01,1,549.74,0,175.22,PhonePe
31492,246,6705,2025-05-05,2,768.46,0,222.86,Paytm
31493,164,5895,2021-12-08,1,669.38,0,212.31,Card
31494,218,8162,2024-08-17,1,766.86,0,186.22,Card
31495,125,8434,2022-05-24,2,2605.7,0.01,538.75,Card
31496,9,3043,2021-05-15,1,705.34,0.01,179.11,GPay
31497,293,3342,2020-02-04,2,2297.25,0.29,-150.54,PhonePe
31498,81,4500,2020-11-07,3,804.46,0.22,-32.7,PhonePe
31499,152,7178,2022-07-21,1,999.18,0,248.55,PhonePe
31500,91,4019,2021-03-31,3,2862.88,0.13,54.36,Card
31501,190,7466,2025-12-07,3,2844.19,0.14,510.74,GPay
31502,116,2726,2024-07-11,1,1892.3,0.22,-140.46,GPay
31503,122,6121,2023-07-29,2,2791.91,0.14,242.33,PhonePe
31504,145,8167,2025-10-15,3,2356.97,0,767.24,Paytm
31505,142,2429,2022-02-17,3,506.34,0.17,24.18,PayPal
31506,271,9444,2025-05-09,2,950.87,0,297.14,PayPal
31507,60,7961,2024-08-03,2,805.45,0.24,20.79,GPay
31508,226,1366,2024-12-22,2,2626.83,0.04,137.6,GPay
31509,294,2949,2024-10-23,3,2647.65,0.19,173.09,PhonePe
31510,255,4564,2024-11-30,2,433.71,0.22,-51.26,Card
31511,9,5912,2022-09-15,1,740.22,0.02,206.24,Card
31512,12,3382,2023-05-20,3,3341.22,0,1031.48,GPay
31513,59,5438,2024-10-16,1,2035.8,0,536.36,PhonePe
31514,79,1855,2020-04-08,1,1051.15,0,307.68,PhonePe
31515,257,5257,2023-07-13,1,687.65,0,185.75,Paytm
31516,100,2781,2025-03-17,3,958.23,0,196.87,PhonePe
31517,217,3939,2025-08-07,2,808.38,0.11,-8.13,Card
31518,268,5373,2020-07-07,3,1870.27,0,611.2,Card
31519,195,8849,2020-05-21,1,472.4,0,129.59,GPay
31520,69,6924,2023-07-30,3,2506.54,0,517.91,GPay
31521,43,4108,2023-08-11,1,1123.31,0.21,110.19,PhonePe
31522,21,2155,2025-02-18,2,2759.84,0.12,1.85,UPI
31523,282,5060,2025-06-15,1,2592.05,0,549.72,Card
31524,222,1538,2023-07-19,2,2290.36,0,384.2,PayPal
31525,139,7449,2024-08-18,2,915.12,0,164.52,Cash
31526,218,7297,2020-12-27,1,702.92,0,122.28,Card
31527,202,4994,2021-12-20,1,2584.87,0,769.71,Paytm
31528,271,7253,2020-02-27,3,918.82,0,265.09,Paytm
31529,207,8774,2021-08-28,1,725.12,0,192.33,Paytm
31530,21,5522,2022-06-04,3,2723.03,0,296.22,Cash
31531,111,1286,2020-12-31,1,2319.56,0.29,-268.25,PhonePe
31532,165,4673,2021-05-12,1,2447.22,0.08,192.5,Card
31533,32,5747,2020-10-31,3,2795.55,0,849.99,GPay
31534,40,539,2024-07-01,1,2362.09,0.1,170.65,UPI
31535,297,8055,2023-05-12,3,446.59,0.05,20.2,UPI
31536,4,1495,2025-12-10,3,2812.19,0,426.47,GPay
31537,95,8250,2020-10-24,1,2043.89,0,456.71,Cash
31538,253,9254,2025-02-06,2,2960.48,0,781.54,UPI
31539,82,800,2021-10-14,3,422.83,0.25,-65.02,PhonePe
31540,218,4542,2020-01-14,2,857.43,0.22,88.16,Card
31541,107,7001,2025-07-14,3,2036.82,0,231.77,Paytm
31542,286,4079,2024-01-27,1,404.74,0,58.15,GPay
31543,272,1268,2025-09-18,2,706.39,0.23,-5.04,PayPal
31544,47,5537,2021-05-12,2,1696.95,0,169.84,Card
31545,165,8923,2025-08-18,1,2632.44,0.04,468.2,Paytm
31546,74,219,2020-09-30,1,2433.42,0,780.09,PayPal
31547,97,7842,2021-11-03,2,917.32,0.09,69.74,PayPal
31548,26,1586,2024-12-22,1,1816.01,0.09,389.33,GPay
31549,61,5122,2024-02-02,1,1475.16,0,242.78,PayPal
31550,18,4709,2024-09-03,2,2367.65,0,654.24,Card
31551,26,5682,2023-02-07,2,1688.83,0,425.59,PayPal
31552,56,4558,2023-09-10,3,1990.96,0.23,-198.01,UPI
31553,269,6854,2023-05-03,1,2034.3,0.17,328.36,Card
31554,1,7744,2022-02-12,1,596.27,0.07,119.25,GPay
31555,111,9205,2024-03-16,3,2382.64,0,467.5,Paytm
31556,64,762,2025-11-07,1,2765.29,0,859.2,Paytm
31557,133,1025,2020-03-22,2,2349.46,0,517.8,PayPal
31558,218,5099,2024-10-17,1,647.75,0,67.11,Paytm
31559,25,2419,2025-10-14,3,3271.51,0,873.01,UPI
31560,197,4957,2022-10-30,2,2090.6,0.25,-312.64,GPay
31561,125,8549,2020-05-18,2,2649.6,0.14,237.77,GPay
31562,115,6786,2023-10-27,1,393.41,0,53.17,GPay
31563,74,5429,2025-11-18,1,1820.5,0.3,-378.98,GPay
31564,118,593,2022-05-31,1,861.14,0.18,97.93,Paytm
31565,217,4236,2023-01-23,3,991.82,0.14,125.38,UPI
31566,111,1384,2020-06-08,3,2189.62,0,274.48,Paytm
31567,235,5085,2021-06-02,1,2341.45,0,524.87,GPay
31568,7,1623,2025-01-31,3,2425.39,0,519.93,Card
31569,220,6721,2022-08-03,3,874.92,0,238.85,Card
31570,30,2766,2020-10-08,3,3043.33,0,596.78,Card
31571,179,3530,2025-12-23,3,745.19,0.08,125.27,Card
31572,152,9672,2022-08-31,1,876.93,0,126.3,GPay
31573,59,3636,2020-12-06,3,1745.92,0,246.48,Card
31574,50,3796,2024-08-24,3,582.09,0,88.73,Cash
31575,183,5762,2022-01-19,2,533.76,0.06,127.21,GPay
31576,106,1681,2024-10-01,1,585.74,0,155.09,Cash
31577,20,893,2024-01-16,3,1775.55,0.26,-141.75,Cash
31578,108,4378,2024-02-03,1,820.1,0,225.85,UPI
31579,291,6092,2022-11-21,1,2380.03,0,476.63,PayPal
31580,297,9832,2025-06-11,2,590.81,0,186.75,Paytm
31581,148,1167,2021-03-29,3,516.72,0.16,70.01,Card
31582,238,5994,2023-04-28,3,2843.9,0.28,-47.08,PhonePe
31583,183,4,2020-08-03,1,539.18,0,164.66,UPI
31584,7,3233,2023-07-01,2,2779.35,0.13,512.57,PhonePe
31585,205,6226,2025-07-28,2,2002.97,0.3,-66.5,Card
31586,164,8952,2021-04-17,2,596.66,0.28,-27.47,PhonePe
31587,16,7037,2024-11-24,2,1116.53,0,370.3,Paytm
31588,286,2050,2020-06-27,3,415.67,0,69.08,PhonePe
31589,233,9655,2022-04-14,3,738.58,0,165.5,UPI
31590,13,2566,2025-07-17,3,2085.52,0.15,19.53,Paytm
31591,240,9766,2025-07-23,2,633.22,0,184.88,Cash
31592,101,9933,2022-06-18,1,2123.86,0,224.74,GPay
31593,288,5894,2024-01-21,1,547.3,0,121.11,Cash
31594,216,1483,2023-02-25,1,788.1,0.11,100.07,Cash
31595,293,1489,2023-06-26,3,2187.97,0,406.38,Cash
31596,285,1018,2025-01-04,3,824.64,0,197.01,Paytm
31597,107,904,2020-09-26,1,2215.24,0,410.19,Cash
31598,165,8495,2025-12-04,2,3066.58,0.07,792.98,PhonePe
31599,135,1142,2025-05-16,2,2615.43,0,844.43,Card
31600,175,5878,2022-12-01,2,1860.6,0.02,145.79,Card
31601,192,4845,2023-01-03,2,2920.65,0,470.81,Cash
31602,203,5635,2022-03-15,3,881.17,0.24,16.77,GPay
31603,274,7800,2021-12-22,1,1560.01,0,194.01,Paytm
31604,88,2498,2023-12-09,3,599.96,0.3,-41.68,GPay
31605,113,2878,2022-10-31,2,2998.13,0.01,513.76,UPI
31606,277,5886,2025-08-20,2,2927.29,0,826.77,Paytm
31607,225,530,2025-06-07,2,703.93,0,69.64,Card
31608,136,4857,2020-01-08,3,890.26,0.16,-41.07,PhonePe
31609,227,4550,2020-01-15,3,2362.47,0.14,-12.31,GPay
31610,241,4286,2022-11-13,3,2831.03,0.08,134.47,PhonePe
31611,239,3162,2021-01-15,1,931.66,0,250.22,Card
31612,47,397,2021-06-03,1,2121.08,0,593.97,Card
31613,155,7240,2022-07-15,3,1494.45,0.23,-129.32,Paytm
31614,78,532,2023-12-15,1,2143.65,0,403.15,Paytm
31615,84,3162,2020-11-05,3,2380.23,0,639.94,UPI
31616,209,5434,2022-07-19,2,825.59,0,262.9,Card
31617,168,8669,2020-02-11,1,451.29,0,90.24,Card
31618,10,8494,2023-03-30,3,395.44,0,81.33,Paytm
31619,84,2154,2024-05-23,3,2451.55,0,711.26,GPay
31620,58,518,2021-02-01,1,544.75,0,100.93,UPI
31621,281,9546,2020-12-28,3,865.81,0.19,56.24,UPI
31622,269,8151,2020-09-05,3,1656.39,0.16,31.26,GPay
31623,146,1735,2020-10-31,1,2423.23,0.23,69.96,Card
31624,184,691,2022-08-28,1,411.47,0,55.14,PayPal
31625,160,1455,2022-07-13,3,3666.32,0.26,219.43,Cash
31626,75,667,2020-05-24,3,546.93,0.07,49.34,UPI
31627,273,6300,2022-09-27,3,989.83,0.19,47.92,Card
31628,296,7330,2024-04-02,3,3132.94,0.1,415.45,Card
31629,187,1133,2025-01-07,2,768.6,0,198.23,GPay
31630,12,4440,2021-03-09,1,2794.09,0.16,37.3,PhonePe
31631,37,944,2025-10-19,3,2016.33,0.19,5.38,Cash
31632,288,6129,2020-06-03,3,483.2,0,57.01,PayPal
31633,144,2829,2025-02-26,1,1711.23,0.14,248.04,PhonePe
31634,93,5306,2025-07-12,3,776.45,0.12,-1.49,PhonePe
31635,21,6469,2025-06-29,3,3417.95,0.03,888.6,Card
31636,172,9742,2022-11-30,3,849.69,0.18,66.25,PhonePe
31637,279,8422,2022-10-31,2,781.52,0.23,-46.59,Card
31638,70,1215,2021-04-30,2,2940.27,0.24,74.15,UPI
31639,108,6001,2022-02-03,2,760.01,0,165.76,Cash
31640,232,6952,2022-09-08,1,805.07,0.17,125.05,Card
31641,258,6007,2023-10-23,1,2623.92,0.16,382.16,PhonePe
31642,290,7639,2021-05-20,1,681.39,0,165.66,PayPal
31643,299,5478,2024-02-29,3,841.17,0,153.65,Paytm
31644,153,1599,2021-03-10,3,2786.57,0.05,707.32,Card
31645,150,6142,2024-05-23,3,1040.44,0.02,267.57,PhonePe
31646,16,3850,2023-05-29,3,950.06,0,203.83,PhonePe
31647,154,9971,2020-03-09,1,369.96,0.13,10.25,Card
31648,208,1301,2020-03-07,2,2988.55,0.27,-53.16,UPI
31649,61,7503,2021-04-01,1,1517.15,0.1,133.06,PhonePe
31650,161,3461,2020-06-15,2,856.41,0,242.79,GPay
31651,32,166,2023-05-12,2,2200.84,0.04,167.25,Card
31652,104,9669,2020-12-06,3,2248.29,0,497.22,UPI
31653,228,1541,2023-05-15,1,530.93,0,79.67,Cash
31654,142,1912,2021-10-19,1,468.58,0.04,53.76,Card
31655,85,8659,2022-12-27,1,476.85,0.12,60.87,Card
31656,222,968,2023-10-22,1,2292.22,0.26,-209.92,UPI
31657,254,3350,2022-07-18,2,484.86,0,45.68,Paytm
31658,19,1152,2023-10-16,1,1837.28,0,540.01,Cash
31659,243,3124,2023-11-30,2,388.09,0,40.88,Paytm
31660,255,8056,2022-12-14,2,579.97,0.21,68.63,PhonePe
31661,230,2327,2021-07-12,3,1507.47,0.25,-210.02,GPay
31662,171,2458,2025-09-25,3,2735.27,0,692.36,Cash
31663,21,3974,2025-05-10,3,3154.64,0.3,-218.56,Card
31664,142,4476,2025-09-30,3,575.54,0.29,12.55,PhonePe
31665,270,8352,2021-01-02,2,670.15,0,154.24,Card
31666,236,566,2021-10-06,1,694.14,0,123.81,Card
31667,181,1407,2021-01-17,3,3094.94,0.15,391.92,PhonePe
31668,129,4119,2020-10-30,3,2657.56,0,872.25,Card
31669,101,98,2021-08-28,2,2151.08,0,251.96,GPay
31670,25,1903,2025-12-11,3,3536.34,0,1137.84,Card
31671,207,7438,2021-02-02,2,733.87,0.14,98.34,UPI
31672,138,6171,2024-12-12,2,3401.23,0.27,12.7,Cash
31673,166,467,2023-12-01,2,1027.03,0,266.97,UPI
31674,100,960,2023-10-16,1,1045.1,0.14,137.43,Cash
31675,94,595,2024-11-26,2,2301.97,0,548.55,Card
31676,285,6866,2020-09-01,3,864.66,0,237.03,Card
31677,45,2289,2022-08-01,1,1016.86,0.21,65.28,Cash
31678,188,6783,2024-08-10,1,3417.29,0,957.37,PayPal
31679,70,3213,2025-04-08,2,2944.31,0,783.85,Cash
31680,267,1778,2021-10-19,2,1062.88,0,341.9,Card
31681,175,119,2022-08-06,3,2267.8,0.28,-44.78,Paytm
31682,40,8683,2024-02-13,2,2292.73,0.23,-189.83,Cash
31683,36,2792,2024-01-03,1,1904.52,0,554.67,PhonePe
31684,211,4103,2021-06-20,3,2460.82,0,808.35,Cash
31685,291,4836,2020-08-22,1,2145.17,0,241.77,PhonePe
31686,27,4679,2025-07-10,2,871.48,0,159.38,PhonePe
31687,81,6536,2024-05-22,2,745.38,0,85.2,GPay
31688,189,4979,2023-12-30,3,637.79,0.25,29.21,PhonePe
31689,285,146,2024-10-25,2,844.47,0.21,39.5,Paytm
31690,38,1725,2023-07-04,3,655.84,0.27,-111.61,PhonePe
31691,175,6573,2020-03-18,1,2441.91,0,764.31,Card
31692,46,9781,2022-06-11,3,904.32,0,150.72,UPI
31693,197,3575,2023-02-05,1,2336.66,0,456.07,PayPal
31694,73,3078,2020-09-26,2,677.47,0.06,146.04,UPI
31695,145,9562,2022-09-13,2,1900.96,0,311.23,Cash
31696,213,3027,2023-03-27,3,902.52,0,285.57,Cash
31697,73,6713,2020-11-07,3,584.5,0.16,0.2,UPI
31698,300,496,2025-07-21,2,1678.27,0.21,18.31,Paytm
31699,226,1033,2025-11-02,2,3074.27,0,690.11,Paytm
31700,232,1755,2022-01-12,3,608.73,0,65.57,Cash
31701,196,29,2024-02-23,1,819.21,0,136.58,Cash
31702,49,8422,2025-07-02,1,687.13,0.12,79.14,Card
31703,193,954,2021-10-22,1,992.14,0,228.1,PhonePe
31704,253,6911,2025-09-01,1,2722.42,0.18,53.44,Paytm
31705,38,6149,2020-02-28,1,679.26,0.03,68.51,PhonePe
31706,289,1088,2021-12-14,3,541.82,0.11,71.1,PayPal
31707,102,9608,2022-02-21,1,371.09,0,65.52,Cash
31708,105,7700,2024-06-21,2,1739.69,0,450.81,Card
31709,58,8865,2020-08-02,1,521.65,0,77.83,PayPal
31710,174,7275,2022-08-05,3,376.57,0,44.42,Card
31711,277,8603,2021-07-26,3,2685.41,0.3,-220.73,Card
31712,232,2299,2023-05-16,1,617.76,0,74.6,UPI
31713,287,5899,2022-06-19,2,1003.69,0.07,246.13,Card
31714,129,7252,2023-12-24,3,2287.2,0,501.89,GPay
31715,26,7331,2024-11-08,1,1556.38,0,293.14,Cash
31716,169,9342,2020-10-16,2,754.91,0,183.24,UPI
31717,241,2940,2023-12-31,3,3387.82,0.05,748.35,Paytm
31718,291,8740,2025-03-25,1,2140.59,0.29,-383.58,Cash
31719,254,9144,2023-11-07,2,490.8,0,51.62,Paytm
31720,244,2118,2020-01-20,3,438.65,0.12,67.63,PhonePe
31721,4,4917,2020-02-15,1,3497.94,0,1112.22,PayPal
31722,29,8136,2023-04-13,3,3229.49,0.15,359.04,PhonePe
31723,92,4835,2020-04-19,1,2890.17,0,532.85,Cash
31724,7,9233,2020-11-28,3,2552.2,0.1,391.52,Card
31725,290,8137,2023-11-25,1,609.03,0,93.3,Paytm
31726,34,5044,2022-08-20,3,3007.82,0,903.11,GPay
31727,39,3743,2021-04-02,3,728.43,0.26,-45.23,GPay
31728,83,8580,2024-07-13,2,734.39,0.27,37.45,PayPal
31729,103,5995,2023-06-09,2,2795.03,0,745.38,Card
31730,172,4720,2021-03-13,3,874.69,0,244.19,UPI
31731,2,7655,2023-05-17,2,759.5,0.23,-51.1,PhonePe
31732,173,5917,2023-03-16,3,565.67,0.17,85.82,Cash
31733,249,5568,2025-09-19,1,625.39,0.21,45.17,UPI
31734,147,1548,2021-03-17,2,2236.85,0.1,322.86,Card
31735,3,2583,2024-01-04,1,690.3,0.09,138.75,Card
31736,16,7975,2021-11-09,1,1065.4,0.02,297.86,Card
31737,225,2331,2020-02-10,2,810.24,0,175.95,Paytm
31738,156,6676,2024-11-30,3,733.5,0.12,-1.02,Card
31739,75,8019,2024-03-16,1,649.68,0.13,105.92,Cash
31740,225,9165,2020-12-25,3,734.82,0.12,12.35,Cash
31741,140,2388,2022-08-20,3,2256.51,0.05,544.15,Card
31742,53,545,2025-03-22,2,930.03,0.28,-3.86,Card
31743,2,539,2022-03-29,1,918.15,0,282.23,Card
31744,38,8330,2021-02-13,2,729.02,0.16,22.01,Cash
31745,268,8731,2025-11-19,1,1652.78,0,393.71,PhonePe
31746,287,6776,2021-08-02,2,950.04,0,262.74,Paytm
31747,222,2827,2021-12-31,3,2578.62,0,672.46,Paytm
31748,151,3821,2020-03-08,2,2148.87,0,621.03,GPay
31749,154,9828,2020-10-02,3,460.59,0.24,38.43,Card
31750,148,7476,2020-09-22,1,473.63,0,109.6,Cash
31751,227,3871,2023-08-27,3,2634.31,0.29,-173.67,Cash
31752,159,2385,2021-10-24,1,480.37,0.17,73.15,PhonePe
31753,246,9580,2025-11-23,2,710.15,0,164.55,UPI
31754,158,3620,2024-05-30,1,3113.1,0,969.88,PhonePe
31755,96,1957,2025-03-30,1,414.47,0.17,16.33,Card
31756,223,9273,2022-11-16,2,2139.39,0.02,669.24,Card
31757,247,1913,2020-09-12,1,808.04,0.2,-22.36,Card
31758,31,6824,2021-09-02,2,2084.92,0,675.49,Cash
31759,218,3240,2022-04-17,3,673.97,0.22,-54.94,UPI
31760,35,5441,2023-09-07,2,762.15,0.24,-105.27,UPI
31761,151,8794,2022-06-10,2,2237.76,0.18,307.12,Paytm
31762,284,1277,2023-07-05,1,1617.23,0,414.51,PhonePe
31763,134,6932,2022-01-07,3,724.66,0.14,-2.72,Card
31764,180,2336,2023-11-11,2,1752.93,0,480.78,UPI
31765,208,9010,2021-02-18,1,3315.89,0,1081.09,Card
31766,58,991,2025-12-29,1,529.21,0,85.39,Paytm
31767,130,5771,2021-02-21,1,1980.85,0.02,583.04,Card
31768,239,3549,2025-01-09,1,958.92,0,277.48,Cash
31769,233,433,2021-04-25,3,744.9,0.08,112.23,Paytm
31770,155,2682,2022-09-05,2,1785.31,0,505.26,PhonePe
31771,238,2880,2025-09-01,3,2916.97,0.1,530.58,GPay
31772,68,8243,2020-01-17,3,528.94,0.09,108.13,GPay
31773,79,2567,2024-01-30,2,876.75,0.06,80.67,UPI
31774,228,7535,2024-12-16,2,600.87,0.01,143.6,Card
31775,62,4518,2024-07-02,1,2621.95,0,843.96,Card
31776,147,6778,2022-10-05,1,2181.55,0,491.24,GPay
31777,36,4937,2021-08-03,3,1914.82,0.19,201.15,Paytm
31778,129,6968,2022-06-02,3,2081.79,0,296.48,Paytm
31779,183,5295,2025-07-21,2,438.04,0,63.52,GPay
31780,218,2531,2020-09-28,3,701.08,0.03,99.41,Paytm
31781,147,2933,2023-07-21,2,2325.94,0,635.63,PayPal
31782,115,4371,2024-09-30,3,506.88,0.04,146.36,Card
31783,91,733,2023-06-19,2,2704.67,0.17,-191.47,UPI
31784,31,9644,2020-09-18,3,2019.13,0,609.7,PayPal
31785,66,5579,2022-11-08,1,838.86,0.17,-66.16,Card
31786,85,3985,2021-09-12,1,456.97,0,98.21,Cash
31787,245,841,2024-09-10,3,603.5,0,167.27,Paytm
31788,119,2722,2021-09-22,1,2053.94,0.23,19.15,Paytm
31789,186,2681,2020-08-04,2,2297.29,0,656.89,PayPal
31790,123,1000,2022-10-23,1,714.65,0,195.8,UPI
31791,230,8392,2023-02-27,1,1755.65,0.2,63.9,Card
31792,291,8066,2024-12-07,3,2216.63,0.29,-329.59,Cash
31793,189,1326,2024-11-19,2,620.19,0.03,152.45,PayPal
31794,257,5054,2020-01-14,2,660.6,0.16,53,PhonePe
31795,84,9161,2023-01-19,3,2539.29,0.24,189.57,PayPal
31796,92,2773,2020-01-24,1,3439.34,0,1082.02,Paytm
31797,230,8823,2022-04-30,2,1613.75,0,273.13,Cash
31798,122,1477,2024-02-16,2,2749.67,0,590.96,Paytm
31799,248,9555,2020-06-06,2,417.72,0.29,-15.86,GPay
31800,118,2019,2025-03-17,1,749.13,0.12,51.03,Card
31801,219,9149,2020-03-31,3,2115.35,0,540.95,UPI
31802,298,1079,2025-06-02,2,628.3,0,133.77,Paytm
31803,186,7141,2025-02-20,1,2442.8,0.25,191.7,Paytm
31804,147,6066,2024-10-28,1,2258.2,0.19,138.83,Card
31805,131,7397,2022-08-27,3,1724.31,0.05,86.19,Paytm
31806,153,7109,2025-09-23,1,2810.98,0,871.06,Card
31807,176,4129,2021-10-20,1,1574.16,0,339.86,UPI
31808,192,6810,2022-02-01,2,3492.09,0,1042.25,PayPal
31809,138,7218,2023-10-14,1,3621.04,0.15,607.68,Card
31810,251,3224,2021-07-06,1,995.65,0.22,60.19,PayPal
31811,144,2028,2024-09-09,3,1404.58,0,180.96,Card
31812,183,8995,2023-02-11,2,460.53,0,86.01,GPay
31813,148,5804,2024-03-16,3,455.9,0,91.87,UPI
31814,156,450,2024-05-04,3,864.23,0,217.73,GPay
31815,34,1585,2024-11-26,3,2904.43,0.28,-13.52,Card
31816,192,9696,2021-02-09,3,3221.07,0,771.23,UPI
31817,261,2756,2021-08-10,2,2691.08,0,505.92,UPI
31818,53,4240,2022-09-05,2,833.16,0,159.68,UPI
31819,91,5738,2021-06-10,3,3234.25,0,797.9,PayPal
31820,100,4328,2021-01-16,3,977.95,0.05,167.69,GPay
31821,175,5102,2025-04-15,2,2223,0.06,412.02,Card
31822,251,8473,2025-03-05,2,928.96,0.19,36.04,Paytm
31823,201,3916,2022-06-26,1,491.2,0,155.28,Paytm
31824,151,8741,2022-10-29,1,2059.11,0.23,57.67,Cash
31825,16,2488,2023-04-25,2,1095.2,0.15,184.69,PhonePe
31826,60,7945,2020-06-27,1,823.13,0.11,141.24,Cash
31827,285,4468,2021-10-15,3,820.88,0.15,70.12,PhonePe
31828,235,8723,2022-05-15,3,2399.83,0,583.25,Card
31829,85,9583,2021-10-17,2,475.24,0.05,92.72,Paytm
31830,181,5285,2025-11-01,2,2832.88,0,594.1,Cash
31831,37,8408,2021-01-31,3,2058.82,0.11,204.5,Card
31832,138,7139,2020-02-06,1,3577.97,0.23,284.84,Card
31833,178,1900,2024-11-25,1,415.9,0.1,73.48,PayPal
31834,293,2964,2025-09-09,3,2053.64,0,272.05,Paytm
31835,264,2344,2024-01-06,1,721.41,0,102.3,Card
31836,238,2031,2022-04-12,3,2756.26,0,661.57,UPI
31837,111,6526,2021-08-13,2,2738.95,0.14,440.36,GPay
31838,193,7499,2022-06-18,3,951.28,0,187.24,PayPal
31839,84,6071,2024-12-11,1,2292.01,0,551.72,UPI
31840,267,4537,2025-12-25,3,974.03,0.27,-9.94,Card
31841,184,7982,2025-01-21,3,429.56,0.09,34.57,PayPal
31842,100,5637,2022-12-28,3,850.71,0,89.35,UPI
31843,204,8540,2024-05-21,1,2376.95,0,779.47,Cash
31844,222,9118,2023-04-07,3,2333.62,0,427.46,GPay
31845,261,8794,2025-11-02,2,2927.19,0.02,683.49,GPay
31846,202,8172,2023-01-09,2,2436.96,0,621.8,PayPal
31847,239,2164,2023-02-13,1,992.94,0.06,251.92,Card
31848,236,9447,2021-11-10,3,811.72,0,241.39,PhonePe
31849,70,5245,2023-11-19,1,2761.83,0.08,380.42,Paytm
31850,145,5520,2020-04-10,1,2278.71,0.02,643.41,Cash
31851,124,1519,2024-11-08,1,734.74,0.23,33.58,PhonePe
31852,150,7391,2023-07-30,3,1052.21,0,300.15,GPay
31853,93,3068,2022-09-13,2,808.81,0.17,-13.46,Paytm
31854,188,7770,2021-02-21,2,3139.32,0.17,145.72,GPay
31855,115,7989,2020-08-18,2,499.03,0,158.79,GPay
31856,50,3149,2020-03-23,3,732.53,0.16,121.97,UPI
31857,59,5765,2021-08-17,3,2090.09,0,590.65,PayPal
31858,132,875,2022-10-29,2,745.14,0,179.33,PhonePe
31859,191,7033,2023-07-13,1,2159.34,0.14,-68.12,Paytm
31860,126,7808,2020-02-03,1,615.93,0,79.42,PhonePe
31861,130,4136,2025-04-29,3,1579.19,0,221,Cash
31862,204,9302,2021-03-12,1,2232.95,0.02,590.81,Card
31863,205,3621,2023-12-11,2,2113.48,0,644.9,UPI
31864,20,376,2023-04-11,2,1806.44,0.02,314.65,PhonePe
31865,54,1367,2020-03-04,3,1817.25,0.26,15.41,Paytm
31866,222,579,2021-01-10,3,2417.34,0,511.18,Card
31867,143,416,2021-03-01,2,814.77,0.08,46.22,PhonePe
31868,217,8396,2020-04-15,1,896.72,0,169.13,PayPal
31869,122,5477,2020-07-16,2,2706.9,0.28,-209.74,Cash
31870,236,7137,2021-11-15,2,752.43,0.06,136.95,UPI
31871,242,4052,2022-01-19,2,2510.5,0.17,277.01,Card
31872,210,6586,2025-01-15,2,619.61,0.03,104.18,Cash
31873,142,8233,2023-09-28,2,565.71,0.14,90.43,PayPal
31874,104,5909,2023-10-23,1,1961.94,0.05,112.77,GPay
31875,205,1224,2020-12-28,2,1898.45,0,429.87,PayPal
31876,87,7797,2025-04-20,2,690.46,0.16,53.86,Card
31877,209,3364,2023-08-13,2,656.51,0,93.82,PayPal
31878,60,5827,2023-12-01,3,698.66,0.26,-74.34,Paytm
31879,281,7968,2024-10-19,3,770.53,0,125.46,Card
31880,262,7160,2022-11-02,3,2769.98,0,578.35,Card
31881,1,8011,2021-12-07,1,623.88,0.12,113.73,PayPal
31882,290,3609,2020-08-04,3,670.95,0.03,135.09,PayPal
31883,169,8699,2023-05-28,2,796.77,0.07,169.33,GPay
31884,101,6271,2023-06-23,1,2619,0.23,117.51,PayPal
31885,124,1517,2024-02-05,2,632.79,0.13,18.36,Paytm
